"is_active","new_spending","Coupon","Male","ActiveDays","Spending"
1,31.8,1,1,1,23.33
0,0,0,1,2,44.24
1,12.87,0,1,0,0
1,20.11,0,1,2,35.06
1,40.2,1,0,1,31.54
1,9.46,1,1,1,10.37
0,0,1,0,3,61.8
0,0,1,1,0,0
0,0,0,0,1,29.94
0,0,0,0,1,14.12
1,24.74,0,0,0,0
1,34.25,1,0,3,85.77
0,0,0,0,1,13.46
0,0,0,1,0,0
0,0,0,1,1,10.73
0,0,0,1,3,86.28
0,0,1,1,1,21.38
0,0,0,1,3,49.29
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,1,18.5
0,0,0,1,0,0
0,0,1,1,1,18.59
0,0,0,0,1,19.86
0,0,0,1,0,0
1,27.3,1,0,3,52.89
0,0,1,1,1,24.16
0,0,1,1,2,38.14
0,0,1,1,2,27.52
0,0,0,0,0,0
0,0,0,0,2,30.28
0,0,1,1,1,19.06
0,0,1,0,2,41.72
0,0,1,0,2,51
1,25.07,0,0,2,32.2
1,22.09,1,0,2,23.1
0,0,1,1,2,32.6
1,10.05,0,0,0,0
0,0,0,0,1,26.48
0,0,0,0,1,12.81
0,0,0,1,2,38.76
0,0,0,0,1,24.22
1,27.1,1,1,1,23.45
0,0,0,1,1,12.79
0,0,1,1,0,0
1,23.28,1,1,2,41.08
0,0,0,0,1,5.82
0,0,0,0,1,23.77
1,33.93,1,0,0,0
0,0,1,0,0,0
0,0,0,1,2,43.54
0,0,1,1,1,24.38
1,17.46,0,0,2,33.24
0,0,1,0,1,25.52
0,0,0,1,2,51.68
1,24.27,1,1,0,0
1,21.23,0,1,1,18.61
0,0,1,1,4,103.04
0,0,0,1,1,32.45
0,0,0,0,1,20.96
1,28.99,1,0,3,52.23
0,0,0,1,0,0
0,0,1,1,0,0
0,0,0,1,2,37.58
1,28.86,0,0,2,42.4
0,0,0,0,0,0
0,0,0,0,3,48.33
0,0,0,0,1,19.54
0,0,0,1,1,21.18
0,0,0,0,1,15.83
0,0,0,1,3,7.41
0,0,1,0,2,41.4
0,0,0,1,0,0
0,0,0,0,1,29.34
0,0,1,0,4,39.96
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,3,34.56
1,0,1,1,1,9.66
0,0,1,0,1,18.73
0,0,1,0,0,0
1,21.66,1,0,0,0
0,0,0,1,1,7.04
0,0,1,0,3,35.52
0,0,1,1,1,17.35
0,0,1,0,0,0
0,0,0,0,1,35.18
0,0,0,1,2,33.84
0,0,0,1,1,23.73
0,0,0,1,1,30.02
1,19.03,1,0,2,31.16
0,0,0,0,2,34.56
1,20.94,0,0,0,0
0,0,1,0,0,0
0,0,1,1,3,46.44
0,0,0,0,3,58.14
0,0,1,0,1,22.87
0,0,1,1,2,25.9
0,0,0,1,1,27.56
1,17.54,1,0,1,15.72
1,17.21,0,0,2,27.62
0,0,0,1,0,0
0,0,0,1,2,43.96
0,0,1,0,2,32.26
0,0,0,0,1,22.81
0,0,1,1,1,18.29
0,0,1,1,2,33.96
0,0,1,0,2,24.6
1,23.29,0,1,2,31.4
0,0,0,0,3,66
0,0,0,1,1,20.35
0,0,0,1,3,61.35
0,0,1,1,1,25.25
0,0,1,0,2,17.32
1,36.95,1,0,1,26.62
0,0,1,0,1,24.99
0,0,0,0,1,19.93
0,0,0,1,2,62.02
0,0,1,1,3,86.1
1,21.77,1,1,4,81.76
1,21.08,1,0,1,22.02
0,0,0,0,2,62.68
0,0,0,1,0,0
0,0,1,1,1,23.11
1,14.88,0,1,2,27.62
1,38.51,1,0,0,0
0,0,0,1,2,41.42
1,35.64,1,1,0,0
1,3.17,1,1,2,5.88
0,0,1,1,0,0
0,0,1,1,1,18.64
0,0,1,1,0,0
0,0,0,0,1,26.41
0,0,1,0,2,40.24
0,0,0,1,2,52.14
0,0,0,0,2,17.04
1,18.8,0,0,0,0
0,0,0,0,0,0
0,0,0,1,2,62.92
0,0,0,0,3,55.89
0,0,0,1,0,0
0,0,1,1,3,76.5
1,15.51,1,0,2,32.44
0,0,0,1,0,0
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
1,26.12,0,0,1,23.77
0,0,1,1,0,0
0,0,0,1,3,60.75
1,23.93,1,1,2,25.12
0,0,1,1,1,21.52
0,0,1,1,0,0
1,27.97,1,0,1,21.93
1,45.17,1,0,1,22.18
1,30.24,0,0,3,98.4
1,39.28,1,1,0,0
0,0,0,1,1,18.25
0,0,0,1,2,47.64
0,0,0,0,0,0
0,0,0,1,1,26.97
0,0,1,0,1,24.73
0,0,1,1,1,13.64
0,0,0,1,2,65.12
0,0,0,1,0,0
1,24.63,1,1,4,74.6
1,18.06,1,1,2,33.64
0,0,0,1,2,37.4
1,13.05,0,0,1,6.21
1,27.33,0,1,1,20.7
0,0,1,0,2,57
0,0,1,1,1,15.45
0,0,1,1,2,25.38
0,0,1,1,2,49.54
0,0,0,0,1,31.35
0,0,0,0,2,66.56
0,0,0,0,3,59.28
0,0,1,1,2,59.26
0,0,1,1,0,0
1,11.12,1,0,1,4.98
0,0,1,0,0,0
0,0,0,1,1,14.08
0,0,0,1,2,26.32
0,0,1,0,0,0
0,0,0,0,1,15.54
0,0,0,0,2,25.6
0,0,0,1,2,45.24
0,0,0,1,2,49.7
0,0,1,0,1,12.46
1,32.7,1,1,0,0
1,17.17,1,1,1,8.05
0,0,0,1,0,0
0,0,0,1,0,0
1,40.06,1,1,1,24.77
0,0,1,1,1,27.82
0,0,1,0,1,19.21
1,17.9,1,1,1,15.25
0,0,1,1,3,55.02
0,0,0,0,3,53.31
0,0,1,0,0,0
1,16.34,1,0,0,0
1,19.12,0,0,1,19.42
0,0,1,0,2,52.26
0,0,1,1,0,0
0,0,1,0,2,57.28
0,0,0,1,1,20.92
0,0,0,1,1,14.53
1,24.54,0,1,0,0
0,0,0,1,0,0
0,0,0,1,4,63.4
0,0,1,1,0,0
1,34.14,1,0,1,26.12
1,32.11,1,1,1,27.22
0,0,1,0,2,33.28
0,0,1,0,1,7.92
0,0,0,0,1,20.56
0,0,1,0,2,31.46
0,0,0,0,2,45.1
0,0,1,1,5,113.85
1,19.76,0,1,2,40.78
0,0,1,1,1,21.62
0,0,1,1,1,28.75
0,0,1,1,3,54.09
0,0,0,0,1,20.53
0,0,0,1,1,19.11
0,0,1,0,1,21.39
0,0,0,1,2,68.5
0,0,0,1,1,24.42
1,24.36,1,0,2,43.22
1,16.9,1,0,2,36.5
0,0,0,1,1,21.85
1,25.09,1,1,2,43.34
0,0,1,0,3,58.74
1,39.37,1,0,4,124.28
0,0,1,0,1,24.24
0,0,1,0,0,0
1,27.13,0,0,1,28.53
0,0,0,0,4,97.48
0,0,0,0,1,20.94
1,17.57,0,1,0,0
0,0,0,1,1,20.38
0,0,0,0,1,12.72
0,0,0,0,0,0
0,0,1,1,2,66.68
0,0,0,1,2,51.68
0,0,0,0,2,35.98
0,0,0,1,2,54.42
1,30.98,1,1,3,62.97
1,46.74,1,0,1,34.27
0,0,0,1,0,0
0,0,0,1,0,0
1,39.34,1,1,1,27.07
0,0,1,0,3,49.62
0,0,0,0,1,19.48
0,0,0,0,2,32.18
1,35.79,1,1,2,59.62
0,0,1,1,2,30.98
0,0,1,1,2,63.54
0,0,1,0,1,23.63
0,0,0,1,2,49.88
1,30.58,1,0,1,19.06
1,23.6,1,1,0,0
1,26.66,1,0,1,19.72
0,0,0,1,3,56.1
1,28.82,1,0,0,0
0,0,0,1,1,24.59
0,0,0,0,2,40.68
1,21.24,1,1,1,19.53
0,0,1,1,1,24.55
0,0,0,0,1,24.78
0,0,1,1,1,14.06
1,17.14,0,0,2,46.96
0,0,0,1,1,16.45
0,0,1,0,0,0
0,0,0,1,1,26.15
0,0,1,0,1,22.89
0,0,0,0,0,0
0,0,0,0,2,27.94
0,0,1,1,2,38.92
0,0,0,0,1,18.34
0,0,0,1,3,89.73
1,18.96,1,0,1,15.47
0,0,0,1,1,13.61
1,31.58,1,1,0,0
0,0,0,1,1,20.63
1,17.27,0,1,2,31.64
0,0,1,1,1,28.18
0,0,1,0,2,29.08
1,20.4,0,1,2,41.12
0,0,1,0,2,56.48
0,0,0,1,0,0
0,0,1,1,4,101.92
0,0,1,1,2,44.58
0,0,1,1,2,56
1,22.33,0,1,0,0
1,25.2,1,1,2,43.76
1,25.76,1,0,1,20.75
1,17.6,0,1,3,44.85
1,20.9,0,0,2,46.84
0,0,1,1,1,29.97
0,0,0,0,1,18.82
0,0,0,0,1,12.65
0,0,1,1,2,59.1
0,0,1,0,1,21.43
0,0,1,1,0,0
0,0,0,1,3,74.37
1,18.81,1,1,0,0
1,21.61,1,0,2,34.32
0,0,1,1,3,68.94
0,0,1,1,2,3.04
0,0,1,1,1,13.91
0,0,1,0,0,0
0,0,1,1,2,23.4
0,0,1,1,0,0
0,0,0,0,2,35.38
1,31.62,1,1,1,29.98
1,35.36,0,0,0,0
0,0,1,1,1,21.09
0,0,1,1,1,24.54
0,0,0,0,1,27.32
0,0,1,1,1,12.63
1,32.32,1,0,0,0
0,0,0,1,2,39.34
1,30.78,1,0,1,22.7
0,0,1,0,0,0
0,0,1,0,3,53.13
0,0,0,0,1,22.99
0,0,1,0,1,14.74
1,11.61,0,0,4,70.6
0,0,1,0,1,18.14
1,31.88,0,1,0,0
0,0,1,0,0,0
0,0,0,0,2,43.3
0,0,0,0,1,26.75
0,0,0,0,1,17.99
0,0,0,0,1,28.85
1,21.1,1,1,0,0
0,0,1,1,2,70.1
0,0,1,1,1,21.46
0,0,0,0,2,35.5
1,36.87,1,0,0,0
0,0,1,0,3,81.66
0,0,1,0,2,31.92
0,0,1,1,1,22.93
0,0,0,1,3,84.06
0,0,1,1,1,6.83
1,24.71,0,1,1,19.96
0,0,1,0,0,0
0,0,0,1,1,11.58
0,0,0,0,1,21.2
0,0,0,1,2,54.36
0,0,1,0,2,18.56
0,0,1,1,3,71.97
0,0,0,1,4,123.24
1,9.09,1,0,2,23.72
0,0,1,0,2,28.2
0,0,0,1,0,0
0,0,1,1,2,43.94
0,0,1,1,1,20.97
0,0,1,1,0,0
0,0,0,1,3,56.19
1,17.39,1,0,2,34.76
0,0,1,1,1,23.03
0,0,0,1,0,0
0,0,1,0,0,0
1,26.24,1,0,2,52.32
0,0,0,0,2,35.92
0,0,1,1,1,18.37
0,0,1,1,0,0
0,0,0,1,4,63.68
0,0,0,1,2,36.3
0,0,0,1,0,0
0,0,1,0,0,0
0,0,1,0,2,34.72
0,0,0,0,1,23.95
1,22.97,1,1,1,12.12
1,7.87,1,1,3,33.18
0,0,0,0,0,0
0,0,1,1,2,13.38
0,0,0,1,1,19.67
0,0,1,1,1,33.38
0,0,1,1,1,26.97
1,29.31,1,0,0,0
1,44.97,1,0,3,101.52
0,0,0,1,0,0
0,0,1,0,2,55.94
0,0,0,0,2,38.06
0,0,1,1,1,14.59
0,0,1,0,3,56.25
0,0,1,0,2,28.68
0,0,0,1,1,22.97
0,0,0,0,1,17.46
0,0,0,0,3,32.01
1,22.43,1,1,3,60.09
0,0,1,1,0,0
0,0,1,1,3,103.02
0,0,1,1,0,0
0,0,1,0,1,14.87
0,0,0,0,1,29.17
0,0,0,1,3,48.24
0,0,0,0,2,61.38
0,0,0,1,1,31.58
1,20.23,0,1,2,34.8
0,0,1,1,0,0
0,0,1,0,3,42.69
0,0,1,0,1,24.59
0,0,1,0,0,0
1,14.62,0,1,2,24.06
1,22.39,0,0,1,24.74
0,0,1,0,1,29.84
0,0,1,0,1,23.22
0,0,0,1,3,69.99
0,0,1,0,2,28.52
1,23.83,0,1,1,22.62
0,0,0,1,0,0
0,0,0,1,3,74.64
1,20.6,1,1,1,17.4
0,0,0,1,1,7.2
0,0,1,0,3,63.33
0,0,1,0,1,32.8
0,0,1,0,0,0
0,0,1,0,2,25.62
0,0,0,0,2,24.26
0,0,0,0,1,21.41
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,1,24.07
1,24.42,0,1,1,21.4
0,0,0,0,0,0
0,0,0,0,2,44.72
0,0,1,1,2,43.46
0,0,0,1,0,0
1,30.26,1,1,1,25.74
0,0,0,1,1,19.51
0,0,0,1,0,0
0,0,0,1,3,51.15
0,0,0,0,2,58.54
0,0,1,1,3,65.28
0,0,1,0,1,27.64
0,0,0,0,1,22.69
0,0,1,0,1,22.22
1,27.94,1,1,2,42.4
1,30.79,1,1,1,21.35
1,18.46,1,0,1,18.81
0,0,1,1,2,33.24
1,2.02,1,1,0,0
0,0,1,0,3,69.09
1,17.6,0,1,1,17.12
0,0,0,1,2,39.7
1,22.54,0,1,2,50.76
0,0,0,0,2,40.74
0,0,0,0,3,87.42
0,0,0,1,3,95.28
0,0,1,1,2,30.56
0,0,0,1,2,22.96
0,0,0,1,1,12.05
0,0,0,1,2,38.4
0,0,1,0,1,12.61
0,0,1,1,2,21.4
1,43.06,1,1,0,0
0,0,1,1,2,40.9
1,31.82,0,1,2,64.76
0,0,0,0,2,24.62
0,0,0,0,1,17.3
0,0,0,1,3,90.54
1,8.3,0,0,1,12.95
0,0,0,0,0,0
0,0,1,0,3,64.71
0,0,1,0,1,20.75
0,0,0,0,1,30.16
0,0,0,0,0,0
1,31.78,1,0,0,0
0,0,0,1,1,14.37
1,16.82,0,1,1,13.14
0,0,0,0,1,22.93
0,0,0,0,2,49.32
0,0,1,0,0,0
0,0,1,0,1,20.09
1,18.04,1,0,1,11.65
1,29.58,0,1,1,24.47
0,0,0,0,0,0
0,0,1,0,2,20.5
0,0,1,0,2,51.66
0,0,1,0,2,39.42
1,14.53,0,1,0,0
0,0,1,1,1,22.85
0,0,1,1,0,0
0,0,0,0,3,85.83
0,0,0,0,2,36.42
0,0,0,1,2,64.58
1,32.22,1,0,0,0
0,0,0,1,1,28.23
1,41.85,0,0,2,46.48
0,0,0,1,3,61.29
1,25.82,1,0,1,18.84
1,21.81,0,0,1,17.5
1,24.36,0,1,1,24.85
0,0,1,1,1,17.47
1,30.27,1,1,1,23.17
1,28.35,1,0,2,43.02
0,0,0,0,1,39.09
0,0,0,0,1,17.89
1,30.89,1,1,4,75.32
0,0,0,1,3,78.39
0,0,0,0,2,29.12
0,0,0,1,1,24.23
1,18.62,1,1,1,17.32
1,18,0,0,1,14.97
0,0,0,0,2,48.02
0,0,1,1,1,27.26
0,0,1,0,1,16.43
1,22.39,1,0,2,39.1
0,0,0,0,1,16.42
0,0,0,1,3,121.35
0,0,1,0,1,16.63
0,0,0,1,1,27.14
0,0,1,1,1,17.91
0,0,0,1,2,38.16
0,0,0,1,2,31.56
1,10.24,0,0,1,17.58
0,0,0,0,1,13.89
0,0,1,1,1,25.48
1,29.57,1,0,1,27.33
0,0,1,1,2,36.3
1,40.91,1,0,2,50.78
1,26.13,1,1,0,0
1,12.01,1,0,0,0
0,0,0,0,3,81.06
0,0,0,1,1,17.74
0,0,0,1,1,30.39
0,0,1,1,1,14.41
0,0,0,0,2,28.2
1,43.23,1,1,2,65.86
0,0,0,0,1,12.42
0,0,0,1,2,27.06
0,0,1,1,3,85.2
0,0,1,1,0,0
0,0,0,0,3,89.61
0,0,0,1,1,23.11
0,0,1,0,3,57.3
1,13.27,0,1,2,26.32
0,0,0,1,2,30.74
0,0,0,1,1,15.76
0,0,0,1,2,39.38
1,32.27,1,0,1,29.43
0,0,1,0,1,18.29
0,0,0,0,1,16.95
0,0,1,0,2,54.7
0,0,1,1,3,62.91
0,0,0,1,2,48.3
0,0,1,0,0,0
0,0,0,1,1,19.36
0,0,0,1,1,32.77
1,16.71,0,0,1,18.93
1,17.44,0,0,2,48.92
1,32.36,1,0,2,34.52
1,31.93,1,0,3,71.76
0,0,0,1,2,16.74
0,0,1,1,0,0
1,14.39,0,0,1,15.01
1,14.52,0,1,1,14.34
1,25.95,0,1,1,21.62
0,0,0,0,1,33.88
0,0,0,0,2,43.32
0,0,0,0,4,107.44
1,32.95,1,1,2,45.42
0,0,1,0,2,29.86
0,0,1,0,0,0
0,0,0,0,2,45.76
1,14.02,0,0,1,18.89
0,0,0,0,4,122.96
0,0,1,0,2,17
0,0,0,1,1,25.97
1,20.18,0,1,1,25.46
0,0,1,0,3,23.97
0,0,1,0,1,14.91
0,0,1,0,1,21.41
1,34.35,1,0,1,19.19
0,0,0,1,3,36.03
1,19.39,0,0,2,39.84
0,0,1,0,0,0
0,0,0,0,1,23.18
0,0,0,1,3,60.24
0,0,1,1,0,0
1,32.74,1,1,2,53.52
0,0,0,0,2,58.74
0,0,0,1,1,36.42
0,0,1,0,1,18.05
0,0,0,1,1,22.38
0,0,1,1,1,15.6
0,0,1,1,2,10.82
0,0,1,1,0,0
1,39.55,1,0,1,28.16
0,0,0,0,4,31.88
1,28.36,0,0,3,73.29
0,0,1,1,1,33.18
1,17.96,0,0,0,0
1,33.36,1,0,1,23.41
1,28.29,1,1,0,0
1,32.7,1,0,0,0
0,0,0,0,2,30.22
0,0,1,0,2,48.64
0,0,0,1,2,45.92
0,0,0,1,0,0
0,0,1,0,0,0
1,23.37,0,0,4,86.68
0,0,1,0,0,0
0,0,0,1,1,17.45
0,0,1,0,3,53.85
1,26.42,1,0,2,45.88
0,0,0,1,1,19.92
0,0,1,0,2,40.54
1,48.45,1,0,2,70.38
0,0,1,1,1,23.44
0,0,1,0,1,17.29
1,19.86,1,0,1,17.13
0,0,1,1,1,9.36
0,0,0,1,1,24.31
1,19.82,1,1,3,51.84
1,24.84,0,0,3,55.14
0,0,0,1,1,25.07
0,0,1,1,3,29.31
0,0,1,1,0,0
0,0,1,0,1,24.48
0,0,0,1,1,28.72
1,34.81,1,1,1,22.65
0,0,0,1,3,31.23
0,0,1,1,2,27.8
0,0,0,1,2,38.56
0,0,0,0,1,18.16
0,0,0,0,2,43.6
0,0,0,0,2,42.1
0,0,0,0,1,17.22
0,0,0,1,2,59.64
0,0,0,1,3,66.78
1,23.86,0,1,2,58.42
0,0,1,1,0,0
0,0,0,1,1,16.63
0,0,0,0,1,7.81
1,35.57,1,0,0,0
0,0,1,1,3,29.07
1,19,1,1,1,20.17
1,14.38,1,0,1,12.43
0,0,0,1,1,9.62
0,0,0,0,2,51
0,0,1,1,2,42.34
1,5.53,1,0,3,38.25
0,0,1,1,2,52.12
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,1,2,41.48
0,0,0,0,2,20.74
1,16.21,1,0,2,34.08
0,0,0,1,4,81.72
1,28.09,1,1,2,36.12
0,0,1,0,3,81.12
1,19.5,0,0,1,18.28
1,35.48,1,1,3,75.57
1,0.44,0,0,0,0
0,0,0,0,2,66.68
0,0,0,1,1,18.38
1,31.85,1,0,4,100.44
0,0,1,1,0,0
0,0,0,1,1,25.39
0,0,1,1,2,21.82
1,34.59,0,0,2,55.58
0,0,0,1,1,22.77
1,17.59,0,1,3,57.27
0,0,0,0,2,44.42
0,0,0,0,1,17.92
0,0,0,0,1,26.52
0,0,0,0,0,0
0,0,0,1,1,18.99
1,27.23,1,0,4,79.72
0,0,1,1,2,50.56
1,25.32,1,0,1,21.77
0,0,0,1,3,76.05
0,0,0,0,3,80.52
1,17.47,1,1,1,14.67
0,0,0,0,0,0
1,28.53,1,1,1,20.95
1,38.51,1,1,2,48.5
0,0,1,0,2,41.62
1,19.09,0,0,0,0
1,35.35,1,0,1,27.39
0,0,0,0,0,0
0,0,1,1,1,27.35
0,0,1,0,2,26.68
1,23.99,1,0,1,20.83
1,20.12,1,1,1,20.9
0,0,1,1,2,41.48
0,0,0,0,0,0
1,20.19,1,0,1,20.75
0,0,1,0,4,118.88
0,0,1,0,2,44.16
1,32.47,1,1,2,46.96
0,0,0,0,3,26.7
0,0,0,0,1,15.36
0,0,0,1,1,14.66
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,3,63.84
1,32.73,0,1,2,60.88
1,26.5,1,1,0,0
0,0,1,1,2,50.32
0,0,0,1,1,12.91
0,0,0,0,2,57.78
0,0,1,1,1,11.22
0,0,0,0,1,14.5
1,36.94,1,0,2,40.06
0,0,0,0,2,56.1
1,16.07,0,0,2,36.88
0,0,0,0,0,0
0,0,1,1,2,28.14
0,0,1,1,1,12.46
0,0,0,1,1,31.29
0,0,0,0,0,0
0,0,1,0,2,41.54
1,11.72,0,0,1,7.4
0,0,0,1,1,29.66
1,8.55,0,0,2,24.08
1,9.75,0,0,0,0
0,0,0,1,1,8.66
0,0,1,1,1,27.95
0,0,0,1,0,0
0,0,1,1,2,36.06
0,0,1,0,0,0
0,0,1,1,0,0
1,19.91,1,0,3,55.14
0,0,1,0,1,14.69
0,0,0,1,1,24.38
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,2,49.26
1,33.51,1,1,3,64.53
1,25.17,1,0,1,14.76
1,16.37,1,0,1,18.48
0,0,0,0,1,9.08
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,1,0,1,19.94
0,0,0,0,3,71.7
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,1,20.61
1,36.24,0,1,0,0
0,0,0,0,2,42.24
0,0,1,0,0,0
0,0,0,1,1,26.86
0,0,0,1,1,15.66
0,0,1,0,1,14.96
0,0,0,1,1,20.3
0,0,0,0,1,17.16
0,0,0,0,1,22.63
0,0,0,0,0,0
0,0,0,0,0,0
1,20.36,0,1,2,45.48
0,0,0,1,2,68.22
0,0,0,0,1,30.79
0,0,0,1,2,33.18
0,0,0,0,0,0
0,0,0,1,1,18.98
0,0,1,0,2,17.16
0,0,1,1,2,41.92
0,0,0,1,2,43.3
1,26.1,0,0,3,90.33
0,0,0,0,0,0
0,0,1,1,0,0
0,0,1,1,1,11.23
0,0,0,1,2,43.86
0,0,0,0,1,24.04
0,0,1,0,0,0
0,0,1,0,2,42.32
0,0,1,1,2,38.44
1,37.05,1,0,1,21.51
0,0,0,0,1,10.15
0,0,0,1,1,29.28
0,0,0,0,1,8.52
0,0,1,1,1,31.54
0,0,0,1,2,64.5
0,0,1,0,4,92
0,0,0,0,0,0
1,24.57,0,0,1,25.72
0,0,0,0,0,0
0,0,0,1,0,0
1,50.25,1,1,1,39.52
0,0,1,0,2,47.44
0,0,0,1,2,53.3
0,0,0,0,2,45.4
0,0,0,0,2,45.22
1,31.7,1,1,1,23.25
0,0,0,0,2,50.54
0,0,0,1,1,32.16
1,25.05,0,0,0,0
1,22.87,0,0,1,16.6
0,0,1,0,1,16.54
0,0,0,0,2,29.96
0,0,1,1,3,48.51
0,0,1,1,2,33.94
0,0,1,0,2,55.38
0,0,0,0,2,25.02
0,0,1,0,1,12.74
0,0,0,1,4,50.76
1,30.71,0,0,1,31.46
0,0,1,0,2,47.18
1,5.33,1,0,1,13.58
0,0,0,0,1,17.41
1,11.13,0,1,0,0
0,0,1,1,2,22.4
0,0,0,0,1,20.22
0,0,1,1,1,26.54
1,27.43,0,0,3,66.51
0,0,1,0,1,7.39
0,0,1,1,3,55.11
1,25.77,1,0,1,24.41
1,38.22,1,0,4,114.68
0,0,0,0,4,61.2
1,40.21,1,0,1,30.22
0,0,1,0,1,17.27
0,0,0,1,1,20.13
0,0,0,1,1,25.27
0,0,0,1,3,67.5
0,0,0,0,4,96.68
0,0,0,1,3,40.92
0,0,0,0,1,19.43
0,0,0,1,2,38.1
0,0,0,1,0,0
0,0,0,0,2,39.06
0,0,0,1,1,11.76
0,0,0,1,1,12.12
0,0,1,0,1,24.68
0,0,1,0,2,62.64
0,0,1,0,2,44.8
0,0,1,1,3,88.26
1,23.47,1,0,2,36.06
0,0,1,1,3,70.41
0,0,0,0,1,16.58
0,0,0,0,0,0
1,26.67,1,1,1,22.81
0,0,1,1,5,146.7
0,0,0,0,3,72.72
1,19.95,1,0,0,0
0,0,0,1,1,13.88
0,0,1,0,0,0
0,0,1,1,1,25.13
1,0,0,0,0,0
0,0,0,1,3,51.21
0,0,1,1,1,32.25
0,0,1,0,2,38.84
0,0,0,0,2,46.38
0,0,1,1,2,32.7
0,0,0,0,1,16.81
0,0,1,1,1,17.64
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,1,0,2,55.5
1,25.08,0,1,2,39.96
0,0,0,1,0,0
0,0,0,1,2,33.08
0,0,0,1,1,17.26
0,0,0,1,1,22.41
1,18.34,1,1,2,36.36
0,0,1,0,0,0
0,0,1,0,1,22.8
0,0,0,1,1,29.74
0,0,0,1,1,16.02
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,1,1,15.16
1,26.27,0,1,0,0
0,0,1,0,0,0
1,34.19,1,0,1,27.76
0,0,0,1,0,0
0,0,0,1,2,51.68
1,22.5,0,1,2,41.2
0,0,1,1,1,13.62
1,30.19,1,0,1,24.03
0,0,1,1,0,0
0,0,1,0,2,46.64
0,0,0,0,1,20.01
0,0,0,0,3,51.33
1,8.35,1,0,2,11.62
0,0,1,1,2,34.78
0,0,1,0,1,25.34
1,36.18,1,0,1,29.69
0,0,1,1,1,18.89
1,30.98,1,0,0,0
1,25.31,0,1,1,29.69
0,0,1,1,1,27.18
0,0,1,1,2,45.78
0,0,0,0,1,27.68
0,0,0,0,1,15.59
0,0,1,1,1,32
0,0,1,0,1,19.48
1,28.45,0,0,0,0
0,0,0,1,2,34.92
0,0,1,0,2,51.78
0,0,0,1,0,0
0,0,1,1,1,15.27
0,0,0,0,0,0
0,0,1,1,1,14.44
0,0,0,0,1,25.96
0,0,0,0,0,0
0,0,0,1,1,16.35
1,23.66,1,0,1,23.83
1,32.58,1,1,0,0
0,0,0,1,1,23.77
0,0,0,0,0,0
1,12.04,1,0,1,6.9
0,0,0,0,0,0
0,0,0,1,2,27.98
1,23.36,0,1,0,0
0,0,1,0,3,64.95
1,46.61,1,0,1,30.43
1,26.95,1,0,2,46.08
0,0,1,1,1,20.84
0,0,0,0,1,23.27
0,0,1,0,3,51.48
0,0,1,0,3,44.55
0,0,1,0,0,0
0,0,0,1,1,27.38
0,0,0,0,3,66.57
0,0,0,0,2,66.48
1,9.57,0,1,1,13.57
0,0,1,1,0,0
0,0,1,0,3,64.14
1,17.71,0,0,2,45
1,18.54,0,1,4,89.2
1,16.94,1,0,2,32.04
0,0,1,0,1,14.62
0,0,0,1,0,0
1,13.19,0,0,3,39.87
0,0,0,0,0,0
1,8.69,0,0,1,15.25
0,0,0,1,2,38.5
0,0,1,0,0,0
1,17.1,0,1,0,0
0,0,0,1,1,20.74
1,33.21,0,0,1,27.56
1,15.74,0,0,0,0
0,0,1,1,1,27.72
0,0,0,0,2,28.1
0,0,1,0,1,20.89
0,0,0,1,3,99.69
0,0,0,1,0,0
0,0,1,1,1,13.21
1,28.93,1,1,1,20.98
0,0,0,1,2,36.78
0,0,1,0,2,41.22
0,0,0,1,1,18.76
0,0,0,0,2,36.4
0,0,1,1,0,0
0,0,0,0,3,64.65
0,0,1,1,1,14.65
0,0,1,0,3,39.9
1,29.99,1,1,4,88.6
0,0,0,1,1,16.61
0,0,1,1,0,0
0,0,0,0,4,119.32
0,0,0,0,2,55.96
0,0,0,0,2,53.3
1,26.17,1,1,2,27.88
1,5.68,1,1,3,19.11
0,0,0,0,1,21.5
0,0,0,0,1,17.19
1,44.52,1,1,1,27.35
0,0,1,1,3,53.97
0,0,1,1,2,3.18
0,0,1,0,1,26.47
0,0,0,1,1,11.56
1,9.92,0,1,1,16.39
1,25.6,1,0,1,20
0,0,1,0,4,48.44
0,0,1,0,3,65.88
1,45.93,1,0,2,67.84
0,0,1,1,0,0
0,0,0,1,4,60.4
0,0,1,0,3,52.71
0,0,1,0,1,19.83
1,30.65,1,0,2,41.78
0,0,1,1,1,29.39
0,0,0,0,3,55.44
0,0,0,0,0,0
0,0,1,0,1,21.98
0,0,0,0,1,23.5
1,27.53,0,1,2,46.78
1,32.5,0,1,1,31.68
0,0,1,0,2,36.88
0,0,1,1,2,49.36
